,conditioning,velmag,nflies_close,dcenter,Grooming,Chase,anglesub,Chain,Aggregation
790,Grouped,1.3002768042030177,-0.7063847308424953,1.134822177025194,-0.8903637952706517,-0.29974049902646355,-0.746800749712265,-0.6702766818660982,-0.8029691595460494
861,Grouped,-0.6384517413636621,1.0868985043149002,-0.9032836016468218,-0.6018650632143616,-0.5465238926133272,0.8451782671491022,1.5685207479473149,1.2144327943713829
1864,Rejected,-0.34984441385588616,0.2727530037980096,-0.32079600594279145,0.25786991942485943,-0.06473463023894298,1.577785352671583,0.2628142489854378,0.298801369578371
846,Grouped,-0.5970224171254844,-0.33970118021519313,2.5079751662673484,1.0742705264978263,-0.6168739097896747,-0.6874263566677811,-0.044147239428195324,-0.3768891090555917
689,Grouped,0.12256636629833081,-0.6538700134206479,0.6560255592584485,0.3374204836486476,-0.44824231361319883,-0.8169201114743451,-0.8081624142477281,-0.5550808969501527
423,Grouped,-0.11115823737263276,-0.6404673127943653,0.8189681305513503,0.023335624182133724,0.14031798820106006,-0.6668880485100168,-0.6740990552442313,-0.638647879374892
1374,Single,2.821560887907063,0.2569422126547621,-0.518449991184356,-1.9876461474189087,2.625067627427285,0.8732523659772679,0.975082206247257,-0.8775180799151164
984,Grouped,0.5161048274548901,-0.889935987917053,1.189464390980088,-0.40814983761141654,-0.6012497944564863,-0.879918313905722,-0.8667584722161331,-0.6685281504723141
214,Grouped,-1.3290884404012642,2.1018153301805076,-1.435525110591099,0.1949600260181421,-0.5962155714124919,-0.6032500586033605,0.8802518050784306,1.644973304014535
816,Grouped,-1.6476533983914963,-0.1742983182406908,-0.24133408833862902,1.3767837701737835,-0.7151406004486975,-0.6242403901030884,-0.22109686446499355,0.3078975722909874
180,Males_Grouped_and_Female,-0.2389951894052159,-0.5040483977618794,-0.5785625417702891,0.3779784251427224,-0.3600042013944992,-0.6861162104599208,-0.6702569112031738,0.4067644754213509
30,Males_Grouped_and_Female,0.023775611785266652,0.08434635318022403,-0.004113797364184808,-0.5828453688733833,0.039726250522887294,0.2726432892900732,-0.13173434479758078,-0.5130393146210871
747,Grouped,-0.5352965903164558,-0.544123712447164,0.30247985383707016,0.19135629445879562,-0.5967739048821452,-0.12630298083563965,-0.6779701438242194,-0.34120543583405627
719,Grouped,1.1845812895788617,-0.6120109987435951,0.7632774713683225,-0.9301389318635684,-0.566613392969075,-0.8040058391713862,-0.8034278007765857,-0.6275129399467523
1439,Single,1.6728100516169413,-0.45400081985369656,0.4843476874087137,-1.2320627351477935,0.1581302910117059,-0.2755678016146968,-0.33588472050141327,-0.8377995163884927
2,Males_Grouped_and_Female,-0.861362455517393,-0.8515340429698223,0.6159025540518331,1.2171274716003468,-0.76093056126566,-0.7853319936600964,-0.8419071207831654,-0.3100287232262188
1632,Mated,-1.756173361522857,1.984551968641868,-2.588518339328477,2.334186370315296,-0.29215875882310033,1.55273051870675,0.3437425706771022,3.6223745685947755
677,Grouped,0.08805815329280384,-0.5925511178283537,0.5184730618742408,-0.06360960784889795,-0.4013405651891751,-0.8489356285411281,-0.48206591142289107,-0.7250094435697411
941,Grouped,-0.6538243996357951,-0.3047355016727896,-0.6444234701337739,-0.0683125851227487,0.05089291991595858,-0.1113109356507221,-0.558425581090328,-0.16597311197830902
1324,Single,1.5075913782115482,-0.5596302307572715,0.8200476461152882,-1.3196082654501726,-0.29527383126923434,-0.6177212136375055,-0.5223254903637572,-0.8063676046147671
1323,Single,0.5777721966295116,-0.11784648360846152,-0.44487569175214214,-1.2693562309282207,0.5232430352428497,0.1627061491459332,-0.08261454921880403,-0.5162253568730094
